"id","provinsi","kabupaten","jenis_fasyankes","jenis_pemilik","kode","kode_yankes","nama"
"248","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114011201","P1114011201","Puskesmas Bandar Pusaka"
"249","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114020201","P1114020201","Puskesmas Kejuruan Muda"
"250","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114021101","P1114021101","Puskesmas Simpang Kiri Aceh Tamiang"
"251","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114030201","P1114030201","Puskesmas Sapta Jaya"
"252","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114030202","P1114030202","Puskesmas Rantau"
"256","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114060201","P1114060201","Puskesmas Bendahara"
"254","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114050101","P1114050101","Puskesmas Seruway"
"253","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114040201","P1114040201","Puskesmas Kuala Simpang"
"9861","Aceh","Kab. Aceh Tamiang","Rumah Sakit","Pemda Kab./Kota","1114011","1114011","RS Umum Daerah Tamiang"
"13808","Aceh","Kab. Aceh Tamiang","Rumah Sakit","BUMN","1114032","1114032","RS Pertamina Rantau"
"17529","Aceh","Kab. Aceh Tamiang","Klinik","TNI","1211103","1211103","Tonkes yonif 111/KB"
"17522","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1211429","1211429","Klinik Abah"
"17518","Aceh","Kab. Aceh Tamiang","Klinik","Polri","1114973","1114973","Urkes Polres Aceh Tamiang"
"17532","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1114554","1114554","Klinik Bina Assyifa"
"17530","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1211495","1211495","Klinik Utama Salwa"
"28164","Aceh","Kab. Aceh Tamiang","Klinik","Polri","1217294","1217294","POLIKLINIK POLRES ACEH TAMIANG"
"17533","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1211051","1211051","Klinik Habib"
"17528","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1210914","1210914","Klinik KSU wassalam"
"17527","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1114674","1114674","Klinik Simpang Kiri"
"17525","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1211196","1211196","Klinik dr. Mustakim"
"17517","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1114208","1114208","dr. Muhammad Khairul Afif"
"17524","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1211466","1211466","Klinik Permata Ibu"
"17519","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1211442","1211442","Klinik dr. Maryan Suhadi, M. Kes"
"17520","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1210932","1210932","Klinik dr. Zuheini"
"17521","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","1114683","1114683","Klinik PT. Socfindo"
"31408","Aceh","Kab. Aceh Tamiang","Klinik","Perusahaan","KL11160002","KL11160002","KLINIK CENTRAL PT. MOPOLI RAYA"
"31406","Aceh","Kab. Aceh Tamiang","Klinik","Perusahaan","KL11160001","KL11160001","KLINIK PT. SIMPANG KIRI"
"31410","Aceh","Kab. Aceh Tamiang","Klinik","Perseorangan","KL11160003","KL11160003","KLINIK HARMONI"
"14678","Aceh","Kab. Aceh Tamiang","Lapas/Rutan","Kementerian Non-Kemenkes","L1114070","L1114070","LAPAS KELAS II B KUALA SIMPANG"
"13819","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106010204","P1106010204","Puskesmas Kekuyang"
"13817","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106010203","P1106010203","Puskesmas Pamar"
"13818","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106010202","P1106010202","Puskesmas Ketapang Aceh Tengah"
"91","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106010101","P1106010101","Puskesmas Isaq"
"102","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106061101","P1106061101","Puskesmas Blang Mancung"
"101","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106060201","P1106060201","Puskesmas Angkup"
"100","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106051201","P1106051201","Puskesmas Ratawali"
"99","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106050201","P1106050201","Puskesmas Bebesen"
"98","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106041201","P1106041201","Puskesmas Atang Jungket"
"93","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106012201","P1106012201","Puskesmas Jagong"
"97","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106040201","P1106040201","Puskesmas Pegasing"
"96","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106032201","P1106032201","Puskesmas Kebayakan"
"103","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106062201","P1106062201","Puskesmas Celala"
"104","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106063101","P1106063101","Puskesmas Rusip"
"92","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106011101","P1106011101","Puskesmas Merah Mege"
"94","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106020101","P1106020101","Puskesmas Bintang"
"95","Aceh","Kab. Aceh Tengah","Puskesmas","Pemda Kab./Kota","P1106031201","P1106031201","Puskesmas Kota Aceh Tengah"
"9837","Aceh","Kab. Aceh Tengah","Rumah Sakit","Perusahaan","1106014","1106014","RS Umum Fandika"
"9836","Aceh","Kab. Aceh Tengah","Rumah Sakit","Pemda Kab./Kota","1106013","1106013","RS Umum Daerah Datu Beru Takengon"
"38838","Aceh","Kab. Aceh Tengah","Rumah Sakit","Perusahaan","1106025","1106025","Rumah Sakit Gayo Medical Centre Takengon"
"31411","Aceh","Kab. Aceh Tengah","Klinik","Perseorangan","KL11040001","KL11040001","KLINIK VINCA ROSEA TKN"
"28444","Aceh","Kab. Aceh Tengah","Klinik","TNI","1210847","1210847","KLINIK KODIM 0106/ ACEH TENGAH"
"19555","Aceh","Kab. Aceh Tengah","Klinik","Polri","1217568","1217568","Klinik Polres Aceh Tengah"
"14669","Aceh","Kab. Aceh Tengah","Lapas/Rutan","Kementerian Non-Kemenkes","L1106050","L1106050","RUTAN KELAS II B TAKENGON"
"18068","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","1012656","1012656","Puskesmas Babussalam"
"57","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104030101","P1104030101","Puskesmas Biak Muli"
"53","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104021201","P1104021201","Puskesmas Gurgur Pardomuan"
"60","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104041101","P1104041101","Puskesmas Kutambaru"
"62","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104051201","P1104051201","Puskesmas Mamas"
"61","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104050101","P1104050101","Puskesmas Natam"
"59","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104040201","P1104040201","Puskesmas Kota Kutacane"
"58","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104031201","P1104031201","Puskesmas Lawe Dua"
"56","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104023202","P1104023202","Puskesmas Naga Timbul"
"55","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104023201","P1104023201","Puskesmas Louser"
"47","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104010101","P1104010101","Puskesmas Engkeren"
"48","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104011102","P1104011102","Puskesmas Lawe Sumur"
"63","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104052201","P1104052201","Puskesmas Jambur Lak-lak"
"50","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104012101","P1104012101","Puskesmas Tanoh Alas"
"49","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104011201","P1104011201","Puskesmas Uning Sigurgur"
"54","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104022201","P1104022201","Puskesmas Suka Makmur Aceh Tenggara"
"52","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104021102","P1104021102","Puskesmas Lawe Perbunga"
"51","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104020101","P1104020101","Puskesmas Lawe Sigala-gala"
"64","Aceh","Kab. Aceh Tenggara","Puskesmas","Pemda Kab./Kota","P1104053101","P1104053101","Puskesmas Deleng Pekhison"
"9831","Aceh","Kab. Aceh Tenggara","Rumah Sakit","Perusahaan","1104012","1104012","RS Umum Nurul Hasanah"
"9830","Aceh","Kab. Aceh Tenggara","Rumah Sakit","Pemda Kab./Kota","1104011","1104011","RS Umum Daerah H. Sahudin Kutacane"
"18275","Aceh","Kab. Aceh Tenggara","Rumah Sakit","Perusahaan","1104013","1104013","RUMAH SAKIT IBU DAN ANAK KELUARGA DESA"
"15115","Aceh","Kab. Aceh Tenggara","Klinik","Perseorangan","1211253","1211253","Klinik Al Rayyan"
"18102","Aceh","Kab. Aceh Tenggara","Klinik","Perseorangan","K1104022","K1104022","KLINIK PRATAMA HARIS MEDICA"
"28154","Aceh","Kab. Aceh Tenggara","Klinik","Polri","1217600","1217600","POLIKLINIK POLRES ACEH TENGGARA"
"28443","Aceh","Kab. Aceh Tenggara","Klinik","TNI","1211190","1211190","POSKES TNI 10.02"
"17516","Aceh","Kab. Aceh Tenggara","Klinik","Perseorangan","1211540","1211540","KLINIK PRATAMA RIZKY"
"28830","Aceh","Kab. Aceh Tenggara","Klinik","Perseorangan","1211227","1211227","KLINIK KELUARGA SEHAT"
"28836","Aceh","Kab. Aceh Tenggara","Klinik","Perseorangan","1211296","1211296","KLINIK LIZA MEDICA"
"28837","Aceh","Kab. Aceh Tenggara","Klinik","Perseorangan","1211283","1211283","KLINIK ANAK BANGSA"
"28838","Aceh","Kab. Aceh Tenggara","Klinik","Perseorangan","1211529","1211529","KLINIK PRATAMA RAWAT INAP CINTA KASIH"
"31404","Aceh","Kab. Aceh Tenggara","Klinik","Perseorangan","KL11020001","KL11020001","KLINIK HARIS MEDICA"
"31401","Aceh","Kab. Aceh Tenggara","Klinik","Perseorangan","KL11020002","KL11020002","KLINIK AR-RAHMAN"
"36376","Aceh","Kab. Aceh Tenggara","Dokter Praktik Mandiri","Perseorangan","1102010008","1102010008","DPP dr. Laila Molisa"
"37455","Aceh","Kab. Aceh Tenggara","Dokter Praktik Mandiri","Perseorangan","11020100009","11020100009","DPP dr. DINA FITRI AYU RIZKI"
"14350","Aceh","Kab. Aceh Tenggara","Balai Pengobatan","Perusahaan","B1104044","B1104044","Balai Pengobatan Liza Medica"
"14325","Aceh","Kab. Aceh Tenggara","Balai Pengobatan","Perusahaan","B1104051","B1104051","Balai Pengobatan Keluarga Sehat"
"14679","Aceh","Kab. Aceh Tenggara","Lapas/Rutan","Kementerian Non-Kemenkes","L1104040","L1104040","LAPAS KELAS II B KUTACANE"
"13517","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105181205","P1105181205","Puskesmas Leubok  Pempeng"
"80","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105135201","P1105135201","Puskesmas Idi Timur"
"82","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105150201","P1105150201","Puskesmas Nurussalam"
"83","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105151201","P1105151201","Puskesmas Darul Falah"
"81","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105140201","P1105140201","Puskesmas Darul Aman"
"79","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105134202","P1105134202","Puskesmas Darul Ihsan"
"74","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105120101","P1105120101","Puskesmas Ranto Peureulak"
"77","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105132201","P1105132201","Puskesmas Keude Geurobak"
"76","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105131201","P1105131201","Puskesmas Peudawa"
"75","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105130201","P1105130201","Puskesmas Idi Rayeuk"
"84","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105160101","P1105160101","Puskesmas Julok"
"85","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105161201","P1105161201","Puskesmas Alue Ie Mirah"
"86","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105161202","P1105161202","Puskesmas Perkebunan Inti Alue Ie Itam"
"67","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105082201","P1105082201","Puskesmas Peunaron"
"68","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105090201","P1105090201","Puskesmas Birem Bayeun"
"69","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105100201","P1105100201","Puskesmas Rantau Selamat"
"70","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105101201","P1105101201","Puskesmas Sungai Raya Aceh Timur"
"71","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105110201","P1105110201","Puskesmas Peureulak Kota"
"72","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105111201","P1105111201","Puskesmas Peureulak Timur"
"65","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105080101","P1105080101","Puskesmas Lokop"
"73","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105112201","P1105112201","Puskesmas Peureulak Barat"
"87","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105170201","P1105170201","Puskesmas Matang Pudeng"
"66","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105081201","P1105081201","Puskesmas Simpang Jernih"
"78","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105133201","P1105133201","Puskesmas Idi Tunong"
"88","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105170202","P1105170202","Puskesmas Pante Bidari"
"90","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105181201","P1105181201","Puskesmas Madat"
"89","Aceh","Kab. Aceh Timur","Puskesmas","Pemda Kab./Kota","P1105180102","P1105180102","Puskesmas Simpang Ulim"
"9834","Aceh","Kab. Aceh Timur","Rumah Sakit","Pemda Kab./Kota","1105067","1105067","RS Umum Daerah Sultan Alaiddin Said Maulana Abdul"
"9833","Aceh","Kab. Aceh Timur","Rumah Sakit","Pemda Kab./Kota","1105056","1105056","RS Umum Daerah dr. Zubir Mahmud"
"9835","Aceh","Kab. Aceh Timur","Rumah Sakit","Perusahaan","1105078","1105078","RS Umum Graha Bunda"
"38735","Aceh","Kab. Aceh Timur","Rumah Sakit","Perseorangan","1105089","1105089","Rumah Sakit Mulia Raya"
"35930","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1105464","1105464","Klinik Pratama dr. Falila Meutiya"
"37380","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","11030300021","11030300021","KLINIK KEYSHA SHAQEENA"
"18313","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1211029","1211029","Klinik Sehat Kab. Aceh Timur"
"18315","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1211007","1211007","Klinik Baitus Syifa"
"18312","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210996","1210996","Klinik Husfafia"
"13519","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1105201","1105201","Klinik Rajawali Medika"
"20284","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210935","1210935","Klinik Delima"
"20285","Aceh","Kab. Aceh Timur","Klinik","Polri","1210957","1210957","Klinik Polres Aceh Timur"
"20286","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210962","1210962","Klinik Medica Seumeloh"
"20287","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210987","1210987","Klinik Alfata"
"20288","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1211030","1211030","Klinik Azzakah"
"20289","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1217776","1217776","Klinik Medco E & P Malaka"
"20280","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210907","1210907","Klinik Bersalin Ibu Ros"
"18310","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","K1100009","K1100009","Klinik Brandeeh"
"14397","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","K1105017","K1105017","Klinik Azkia"
"28840","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210907","1210907","KLINIK IBU ROS"
"28841","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210912","1210912","RAHMAT"
"28842","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210986","1210986","KLINIK ASSYIFA"
"18311","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210963","1210963","Klinik Bersama Kab. Aceh Timur"
"18309","Aceh","Kab. Aceh Timur","Klinik","Perseorangan","1210984","1210984","Klinik Pratama Blang Awe"
"18308","Aceh","Kab. Aceh Timur","Dokter Praktik Mandiri","Perseorangan","K1100008","K1100008","DPP dr. Fahlepi Ruwaida, MKM"
"13835","Aceh","Kab. Aceh Timur","Laboratorium","Pemda Kab./Kota","LAB1105135","LAB1105135","Labkesda Kab. Aceh Timur"
"13520","Aceh","Kab. Aceh Timur","Lapas/Rutan","Kementerian Non-Kemenkes","L1105305","L1105305","Lapas IDI"
"207","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111081202","P1111081202","Puskesmas Simpang Tiga Utara"
"208","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111090101","P1111090101","Puskesmas Seunudon"
"209","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111090202","P1111090202","Puskesmas Blang Geulumpang"
"210","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111100101","P1111100101","Puskesmas Baktiya"
"211","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111101201","P1111101201","Puskesmas Sampoiniet"
"212","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111110101","P1111110101","Puskesmas Lhoksukon"
"213","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111110202","P1111110202","Puskesmas Buket Hagu"
"214","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111120101","P1111120101","Puskesmas Tanah Luas"
"215","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111121201","P1111121201","Puskesmas Nibong"
"217","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111140201","P1111140201","Puskesmas Syamtalira Aron"
"218","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111150101","P1111150101","Puskesmas Tanah Pasir"
"219","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111151201","P1111151201","Puskesmas Lapang"
"220","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111160101","P1111160101","Puskesmas Muara Batu"
"221","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111170201","P1111170201","Puskesmas Dewantara"
"206","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111081201","P1111081201","Puskesmas Langkahan"
"205","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111080202","P1111080202","Puskesmas Lhok Beuringen"
"204","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111080101","P1111080101","Puskesmas Tanah Jambo Aye"
"190","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111010101","P1111010101","Puskesmas Sawang Aceh Utara"
"191","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111010202","P1111010202","Puskesmas Babah Buloh"
"192","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111020101","P1111020101","Puskesmas Nisam"
"193","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111022201","P1111022201","Puskesmas Banda Baro"
"194","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111030101","P1111030101","Puskesmas Kuta Makmur"
"195","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111031201","P1111031201","Puskesmas Simpang Kramat"
"196","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111040101","P1111040101","Puskesmas Syamtalira Bayu"
"197","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111040202","P1111040202","Puskesmas Nisam Antara"
"216","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111130201","P1111130201","Puskesmas Samudera"
"203","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111070201","P1111070201","Puskesmas Cot Girek"
"202","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111062201","P1111062201","Puskesmas Pirak Timu"
"201","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111061201","P1111061201","Puskesmas Paya Bakong"
"200","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111060101","P1111060101","Puskesmas Matangkuli"
"199","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111050101","P1111050101","Puskesmas Meurah Mulia"
"198","Aceh","Kab. Aceh Utara","Puskesmas","Pemda Kab./Kota","P1111041201","P1111041201","Puskesmas Geureudong Pase"
"9858","Aceh","Kab. Aceh Utara","Rumah Sakit","Organisasi Non Profit","1111018","1111018","RS Umum PMI Cabang Aceh Utara"
"19433","Aceh","Kab. Aceh Utara","Rumah Sakit","Pemda Kab./Kota","1111006","1111006","RSUD dr. Muchtar Hasbi"
"13325","Aceh","Kab. Aceh Utara","Rumah Sakit","Pemda Kab./Kota","1174016","1174016","RS Umum Daerah Cut Meutia"
"13822","Aceh","Kab. Aceh Utara","Rumah Sakit","Perusahaan","1111173","1111173","RS Umum Prima Inti Medika"
"38318","Aceh","Kab. Aceh Utara","Rumah Sakit","Perseorangan","1111029","1111029","RSU Zahra"
"31413","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","KL11080003","KL11080003","KLINIK PRATAMA UNIMAL"
"31412","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","KL11080002","KL11080002","KLINIK PIM (PRIMA INTI MEDIKA)"
"31417","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","KL11080006","KL11080006","KLINIK OSA"
"31416","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","KL11080005","KL11080005","KLINIK DEDI WOUND CARE"
"31414","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","KL11080004","KL11080004","KLINIK VINCA ROSEA AU"
"29095","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","1210892","1210892","RUMAH SEHAT"
"29096","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","1211039","1211039","HUSADA LHOKSUKON"
"17472","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","1210834","1210834","Klinik dr. Samsul Rizal"
"17483","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","1111598","1111598","Klinik Husada Lhoksukon"
"17482","Aceh","Kab. Aceh Utara","Klinik","Perseorangan","1210877","1210877","Klinik Atiqah Medical"
"17486","Aceh","Kab. Aceh Utara","Klinik","TNI","1211213","1211213","Klinik Brigif 25/Siwah"
"17487","Aceh","Kab. Aceh Utara","Klinik","Polri","1111898","1111898","Klinik Urkes Polres Aceh Utara"
